,Data_x,Year,GERCB,HLRCV,LORCB,NGRCV,PERCV,PQRCB,PQRCP,PQRCV,SORCB,SOTXB,TERCB,TERCV,TNRCB,TNRSB,WDRCV,StateCode,Year1
54,234.3,1972-01-01,0.0,41.3,109034.0,67.6,113.0,0.0,0.0,0.0,0.0,0.0,239588.0,347.3,130554.0,123221.0,1.4,1,2
55,287.3,1973-01-01,0.0,70.1,119062.0,76.2,152.1,0.0,0.0,0.0,0.0,0.0,254674.0,439.4,135612.0,128802.0,1.5,1,3
56,336.1,1974-01-01,0.0,55.9,121179.0,85.4,147.8,0.0,0.0,0.0,0.0,0.0,252523.0,484.0,131344.0,123856.0,2.6,1,4
57,368.5,1975-01-01,0.0,55.3,109747.0,82.0,144.3,0.0,0.0,0.0,0.0,0.0,234043.0,512.8,124296.0,115592.0,3.2,1,5
58,418.6,1976-01-01,0.0,60.9,115016.0,113.1,182.3,0.0,0.0,0.0,0.0,0.0,249401.0,601.0,134385.0,124679.0,3.8,1,6
59,542.3,1977-01-01,0.0,74.3,124342.0,130.5,215.4,0.0,0.0,0.0,0.0,0.0,264632.0,757.6,140290.0,129721.0,4.7,1,7
60,578.3,1978-01-01,0.0,63.5,130044.0,154.1,231.7,0.0,0.0,0.0,0.0,0.0,269292.0,810.1,139247.0,129767.0,4.5,1,8
61,632.5,1979-01-01,0.0,59.4,122407.0,191.8,267.4,0.0,0.0,0.0,0.0,0.0,249304.0,899.9,126897.0,117106.0,6.6,1,9
62,811.2,1980-01-01,0.0,65.6,134992.0,211.7,304.1,0.0,0.0,0.0,0.0,0.0,272413.0,1115.3,137421.0,124005.0,12.6,1,10
63,877.8,1981-01-01,0.0,70.3,127131.0,239.6,341.5,0.0,0.0,0.0,0.0,0.0,262308.0,1219.4,135177.0,119885.0,17.6,1,11
64,1001.7,1982-01-01,0.0,67.5,127318.0,262.4,391.1,0.0,0.0,0.0,0.0,0.0,267646.0,1392.8,140328.0,119167.0,23.7,1,12
65,1046.7,1983-01-01,0.0,82.5,126898.0,300.4,431.1,0.0,0.0,0.0,0.0,0.0,264723.0,1477.8,137825.0,120840.0,18.4,1,13
66,1179.7,1984-01-01,0.0,58.6,132368.0,316.5,407.9,0.0,0.0,0.0,0.0,0.0,278750.0,1587.6,146382.0,123180.0,25.6,1,14
67,1098.4,1985-01-01,0.0,57.9,134273.0,280.1,369.4,0.0,0.0,0.0,0.0,0.0,275396.0,1467.8,141122.0,117211.0,25.4,1,15
68,1180.4,1986-01-01,0.0,63.1,139764.0,291.3,377.7,0.0,0.0,0.0,0.0,0.0,283917.0,1558.1,144153.0,122371.0,18.5,1,16
69,1245.2,1987-01-01,0.0,80.4,145708.0,325.9,425.4,0.0,0.0,0.0,0.0,0.0,294347.0,1670.6,148640.0,130859.0,14.4,1,17
70,1277.0,1988-01-01,0.0,74.4,148379.0,318.4,417.6,0.0,0.0,0.0,0.0,0.0,299608.0,1694.6,151229.0,132256.0,15.5,1,18
71,1307.0,1989-01-01,11.0,91.8,156296.0,301.7,415.9,0.0,0.0,0.0,135.0,135.0,307947.0,1722.9,151650.0,132322.0,17.3,1,19
72,1366.1,1990-01-01,13.0,97.0,159375.0,298.3,420.2,0.0,0.0,0.0,138.0,138.0,301622.0,1786.3,142247.0,132949.0,20.9,1,20
73,1424.7,1991-01-01,14.0,94.0,159758.0,325.2,443.1,0.0,0.0,0.0,148.0,148.0,303815.0,1867.8,144056.0,134303.0,21.0,1,21
74,1413.4,1992-01-01,15.0,80.1,156937.0,334.6,437.8,0.0,0.0,0.0,148.0,148.0,304699.0,1851.2,147762.0,137499.0,20.1,1,22
75,1544.2,1993-01-01,16.0,95.2,166813.0,364.6,477.0,0.0,0.0,0.0,148.0,148.0,319535.0,2021.2,152722.0,144918.0,15.0,1,23
76,1549.9,1994-01-01,14.0,95.9,168578.0,368.5,479.9,0.0,0.0,0.0,153.0,153.0,320449.0,2029.7,151872.0,144388.0,13.8,1,24
77,1630.9,1995-01-01,15.0,97.0,177020.0,340.1,454.8,0.0,0.0,0.0,150.0,150.0,332965.0,2085.7,155945.0,148450.0,13.5,1,25
78,1700.4,1996-01-01,16.0,113.7,185105.0,408.1,540.1,0.0,0.0,0.0,146.0,146.0,353718.0,2240.5,168614.0,160843.0,16.1,1,26
79,1678.8,1997-01-01,17.0,116.4,180532.0,404.9,533.5,0.0,0.0,0.0,138.0,138.0,333279.0,2212.4,152747.0,148594.0,8.4,1,27
80,1896.8,1998-01-01,18.0,91.5,200182.0,382.1,482.4,0.0,0.0,0.0,134.0,134.0,356552.0,2379.2,156370.0,152662.0,6.5,1,28
81,1901.4,1999-01-01,20.0,166.7,197741.0,355.7,531.7,0.0,0.0,0.0,127.0,127.0,355955.0,2433.0,158215.0,154419.0,6.8,1,29
82,2027.8,2000-01-01,20.0,232.7,209372.0,436.0,683.5,0.0,0.0,0.0,113.0,113.0,380174.0,2711.3,170802.0,166739.0,11.0,1,30
83,1950.1,2001-01-01,23.0,205.5,195749.0,593.9,811.2,0.0,0.0,0.0,97.0,97.0,360336.0,2761.3,164586.0,161228.0,8.7,1,31
84,2138.4,2002-01-01,25.0,146.2,212548.0,489.5,645.7,0.0,0.0,0.0,82.0,82.0,379696.0,2784.1,167149.0,163754.0,8.0,1,32
85,2175.0,2003-01-01,33.0,129.7,204982.0,550.5,692.8,0.0,0.0,0.0,68.0,68.0,367777.0,2867.8,162795.0,159238.0,10.1,1,33
86,2295.2,2004-01-01,35.0,151.8,209625.0,585.1,753.1,0.0,0.0,0.0,54.0,54.0,372753.0,3048.2,163128.0,159492.0,11.8,1,34
87,2504.0,2005-01-01,40.0,120.5,222758.0,665.3,804.9,0.0,0.0,0.0,53.0,53.0,384310.0,3308.9,161552.0,158663.0,12.3,1,35
88,2824.7,2006-01-01,47.0,143.0,225793.0,716.9,878.4,0.0,0.0,0.0,62.0,62.0,386066.0,3703.0,160274.0,157686.0,12.5,1,36
89,3056.8,2007-01-01,57.0,165.7,234517.0,643.6,828.3,0.0,0.0,0.0,63.0,63.0,394481.0,3885.1,159964.0,157105.0,15.3,1,37
90,3347.6,2008-01-01,68.0,215.9,226721.0,691.6,930.8,0.0,0.0,0.0,64.0,64.0,388024.0,4278.4,161303.0,158105.0,21.1,1,38
91,3356.0,2009-01-01,85.0,184.6,213071.0,653.4,868.2,0.0,0.0,0.0,62.0,62.0,372781.0,4224.3,159710.0,155504.0,21.0,1,39
92,3790.7,2010-01-01,96.0,226.2,238581.0,666.6,933.2,8504.0,2214.0,226.2,65.0,68.0,419277.0,4723.9,180696.0,176182.0,26.5,1,40
93,3661.5,2011-01-01,93.0,170.8,214720.0,551.7,756.7,5876.0,1530.0,170.8,67.0,71.0,377607.0,4418.2,162887.0,158505.0,31.0,1,41
94,3491.4,2012-01-01,99.0,112.5,195463.0,446.8,591.0,4208.0,1096.0,112.5,69.0,77.0,338290.0,4082.4,142828.0,139131.0,28.8,1,42
95,3532.6,2013-01-01,99.0,124.1,203024.0,542.4,705.9,4688.0,1220.0,124.1,73.0,98.0,358238.0,4238.5,155214.0,150437.0,36.8,1,43
96,3781.9,2014-01-01,99.0,153.3,213760.0,570.3,762.9,4942.0,1287.0,153.3,74.0,100.0,378849.0,4544.9,165088.0,160255.0,36.3,1,44
97,3731.8,2015-01-01,99.0,127.1,198921.0,462.8,598.9,5395.0,1405.0,127.1,76.0,101.0,349276.0,4330.8,150355.0,148888.0,6.9,1,45
98,3843.4,2016-01-01,99.0,113.5,196011.0,399.4,519.2,5041.0,1312.0,113.5,94.0,142.0,341626.0,4362.6,145615.0,144357.0,4.9,1,46
99,3786.7,2017-01-01,99.0,124.1,186846.0,424.6,554.7,4760.0,1239.0,124.1,96.0,147.0,323428.0,4341.4,136582.0,135482.0,4.6,1,47
100,4027.6,2018-01-01,99.0,155.4,201705.0,528.5,692.4,5741.0,1495.0,155.4,99.0,172.0,358305.0,4720.0,156601.0,155160.0,7.1,1,48
101,4061.2,2019-01-01,99.0,143.7,197733.0,478.5,629.4,6034.0,1571.0,143.7,102.0,200.0,348059.0,4690.6,150326.0,148917.0,6.6,1,49
102,3939.9,2020-01-01,99.0,121.9,188076.0,451.1,577.7,5802.0,1511.0,121.9,104.0,204.0,331659.0,4517.6,143583.0,142393.0,4.5,1,50
104,100.5,1970-01-01,0.0,43.7,35670.0,45.1,92.6,0.0,0.0,0.0,0.0,0.0,144126.0,193.1,108456.0,103322.0,2.3,2,0
105,111.8,1971-01-01,0.0,49.0,38977.0,38.4,90.8,0.0,0.0,0.0,0.0,0.0,138371.0,202.6,99394.0,94673.0,2.2,2,1
106,132.5,1972-01-01,0.0,48.7,44792.0,39.2,91.5,0.0,0.0,0.0,0.0,0.0,147217.0,224.0,102426.0,98022.0,2.1,2,2
107,147.3,1973-01-01,0.0,81.5,49729.0,42.6,129.7,0.0,0.0,0.0,0.0,0.0,153204.0,277.0,103475.0,99463.0,2.2,2,3
108,175.6,1974-01-01,0.0,67.6,50184.0,46.8,123.4,0.0,0.0,0.0,0.0,0.0,146296.0,299.0,96112.0,91656.0,3.7,2,4
109,247.4,1975-01-01,0.0,66.7,63439.0,54.2,129.8,0.0,0.0,0.0,0.0,0.0,167441.0,377.2,104002.0,98709.0,4.6,2,5
110,283.3,1976-01-01,0.0,88.2,63242.0,60.5,159.1,0.0,0.0,0.0,0.0,0.0,170337.0,442.4,107095.0,101157.0,5.5,2,6
111,358.1,1977-01-01,0.0,89.0,71898.0,97.1,200.4,0.0,0.0,0.0,0.0,0.0,184409.0,558.5,112511.0,105991.0,6.9,2,7
112,395.1,1978-01-01,0.0,51.3,77023.0,94.0,160.4,0.0,0.0,0.0,0.0,0.0,182366.0,555.4,105343.0,99564.0,6.5,2,8
113,389.7,1979-01-01,0.0,70.2,72179.0,78.3,171.3,0.0,0.0,0.0,0.0,0.0,175912.0,560.9,103734.0,97774.0,9.6,2,9
114,543.7,1980-01-01,0.0,69.1,83828.0,115.9,193.6,0.0,0.0,0.0,0.0,0.0,176124.0,737.4,92296.0,91037.0,2.8,2,10
115,475.9,1981-01-01,0.0,45.8,67325.0,130.2,182.8,0.0,0.0,0.0,0.0,0.0,147564.0,658.7,80239.0,78920.0,3.6,2,11
116,563.1,1982-01-01,0.0,53.2,69516.0,171.7,235.0,0.0,0.0,0.0,0.0,0.0,154184.0,798.1,84668.0,82134.0,6.8,2,12
117,636.5,1983-01-01,0.0,64.6,70594.0,188.6,295.2,0.0,0.0,0.0,0.0,0.0,158906.0,931.6,88312.0,86846.0,3.8,2,13
118,631.6,1984-01-01,0.0,57.4,68186.0,200.7,267.3,0.0,0.0,0.0,0.0,0.0,155736.0,898.9,87550.0,85251.0,6.0,2,14
119,667.9,1985-01-01,0.0,64.8,69831.0,177.9,250.1,0.0,0.0,0.0,0.0,0.0,152876.0,917.9,83045.0,80677.0,6.0,2,15
120,716.2,1986-01-01,0.0,62.2,70834.0,186.2,253.5,0.0,0.0,0.0,0.0,0.0,153561.0,969.7,82728.0,80570.0,4.4,2,16
121,743.8,1987-01-01,0.0,52.4,73310.0,185.5,243.5,0.0,0.0,0.0,0.0,0.0,158439.0,987.4,85129.0,82503.0,5.1,2,17
122,757.0,1988-01-01,0.0,54.7,75136.0,206.2,267.0,0.0,0.0,0.0,0.0,0.0,163835.0,1024.0,88699.0,85897.0,5.5,2,18
123,774.0,1989-01-01,94.0,52.3,78432.0,205.1,264.3,0.0,0.0,0.0,1250.0,1250.0,168534.0,1038.4,90102.0,85925.0,6.1,2,19
124,851.7,1990-01-01,104.0,73.4,81281.0,199.9,278.4,0.0,0.0,0.0,1281.0,1281.0,168259.0,1130.1,86978.0,83668.0,4.4,2,20
125,891.6,1991-01-01,113.0,74.8,83022.0,202.2,281.9,0.0,0.0,0.0,1278.0,1278.0,172813.0,1173.5,89791.0,86383.0,4.4,2,21
126,864.6,1992-01-01,122.0,58.7,78462.0,201.2,264.7,0.0,0.0,0.0,1278.0,1278.0,164320.0,1129.4,85858.0,82342.0,4.2,2,22
127,972.8,1993-01-01,129.0,62.2,90025.0,244.9,313.2,0.0,0.0,0.0,1272.0,1272.0,188849.0,1286.0,98824.0,94481.0,5.7,2,23
128,939.9,1994-01-01,119.0,58.1,89172.0,237.2,300.7,0.0,0.0,0.0,1259.0,1259.0,183471.0,1240.6,94298.0,90128.0,5.3,2,24
129,991.4,1995-01-01,127.0,53.3,96028.0,225.3,284.1,0.0,0.0,0.0,1230.0,1230.0,194513.0,1275.5,98485.0,94336.0,5.1,2,25
130,1005.3,1996-01-01,134.0,62.6,97968.0,274.1,343.1,0.0,0.0,0.0,1189.0,1189.0,201246.0,1348.4,103278.0,99055.0,6.1,2,26
131,1013.1,1997-01-01,143.0,61.7,99475.0,283.0,348.4,0.0,0.0,0.0,1108.0,1108.0,196325.0,1361.5,96849.0,94169.0,3.0,2,27
132,1076.4,1998-01-01,148.0,40.6,111652.0,261.6,304.8,0.0,0.0,0.0,1033.0,1033.0,207372.0,1381.2,95720.0,93268.0,2.3,2,28
133,1042.9,1999-01-01,171.0,110.2,108821.0,261.7,375.0,0.0,0.0,0.0,931.0,931.0,208224.0,1417.9,99404.0,96998.0,2.4,2,29
134,1108.5,2000-01-01,171.0,136.4,117708.0,314.7,456.2,0.0,0.0,0.0,795.0,795.0,224902.0,1564.7,107193.0,104824.0,3.9,2,30
135,1165.4,2001-01-01,191.0,152.3,118012.0,373.1,530.0,0.0,0.0,0.0,642.0,642.0,220830.0,1695.4,102817.0,100628.0,3.6,2,31
136,1126.3,2002-01-01,207.0,91.6,120653.0,350.2,446.1,0.0,0.0,0.0,500.0,500.0,224615.0,1572.4,103961.0,101878.0,3.3,2,32
137,1129.8,2003-01-01,267.0,92.5,115257.0,392.5,490.1,0.0,0.0,0.0,367.0,367.0,217225.0,1619.9,101968.0,99885.0,4.2,2,33
138,1149.9,2004-01-01,289.0,101.1,116582.0,407.7,514.7,0.0,0.0,0.0,239.0,239.0,214193.0,1664.6,97612.0,95598.0,4.9,2,34
139,1370.9,2005-01-01,330.0,108.5,128889.0,458.7,583.4,0.0,0.0,0.0,90.0,90.0,232994.0,1954.3,104105.0,100273.0,15.0,2,35
140,1510.7,2006-01-01,382.0,116.3,122802.0,445.6,578.3,0.0,0.0,0.0,94.0,94.0,224542.0,2089.1,101740.0,98238.0,15.3,2,36
141,1520.5,2007-01-01,461.0,124.1,128514.0,428.1,571.8,0.0,0.0,0.0,53.0,53.0,232476.0,2092.3,103963.0,100103.0,18.7,2,37
142,1612.8,2008-01-01,547.0,186.1,127505.0,503.3,715.6,0.0,0.0,0.0,53.0,53.0,236545.0,2328.4,109041.0,104698.0,25.7,2,38
143,1552.4,2009-01-01,681.0,149.1,118034.0,445.2,625.4,0.0,0.0,0.0,59.0,59.0,226791.0,2177.8,108757.0,102182.0,30.2,2,39
144,1702.9,2010-01-01,766.0,149.0,134488.0,417.8,606.6,6049.0,1575.0,149.0,69.0,79.0,253858.0,2309.5,119370.0,112277.0,38.2,2,40
145,1693.8,2011-01-01,743.0,139.1,133163.0,386.6,572.0,5063.0,1318.0,139.1,71.0,84.0,247420.0,2265.9,114257.0,107374.0,44.5,2,41
146,1664.7,2012-01-01,797.0,96.5,121418.0,309.6,448.2,3819.0,994.0,96.5,81.0,98.0,222034.0,2112.9,100615.0,94666.0,41.4,2,42
147,1746.5,2013-01-01,797.0,127.3,126302.0,366.0,547.0,5092.0,1326.0,127.3,85.0,108.0,241000.0,2293.5,114698.0,107199.0,52.9,2,43
148,1753.3,2014-01-01,797.0,146.4,128416.0,396.1,595.9,4964.0,1292.0,146.4,87.0,111.0,246788.0,2349.2,118371.0,110790.0,52.2,2,44
149,1794.3,2015-01-01,797.0,93.7,121261.0,382.7,498.3,4198.0,1093.0,93.7,92.0,115.0,228615.0,2292.6,107354.0,102569.0,20.9,2,45
150,1764.9,2016-01-01,797.0,68.2,116318.0,303.0,386.9,3198.0,832.0,68.2,102.0,131.0,213828.0,2151.8,97510.0,93454.0,14.5,2,46
151,1749.7,2017-01-01,797.0,73.0,109619.0,333.4,420.8,2949.0,768.0,73.0,124.0,158.0,202079.0,2170.5,92459.0,88880.0,13.7,2,47
152,1888.7,2018-01-01,797.0,102.6,122081.0,411.7,538.8,3993.0,1039.0,102.6,187.0,265.0,235139.0,2427.5,113058.0,107898.0,23.7,2,48
153,1834.9,2019-01-01,797.0,92.5,116863.0,372.6,488.2,4095.0,1066.0,92.5,258.0,461.0,227022.0,2323.1,110160.0,104895.0,23.0,2,49
154,1871.4,2020-01-01,797.0,83.3,113743.0,372.1,470.3,4191.0,1091.0,83.3,403.0,990.0,216520.0,2341.8,102778.0,98341.0,14.6,2,50
156,103.3,1970-01-01,0.0,7.5,35718.0,35.6,45.2,0.0,0.0,0.0,0.0,0.0,88755.0,148.4,53036.0,50378.0,0.3,3,0
157,116.4,1971-01-01,0.0,7.3,40572.0,40.0,49.2,0.0,0.0,0.0,0.0,0.0,98710.0,165.6,58139.0,55587.0,0.3,3,1
158,145.7,1972-01-01,0.0,8.6,47526.0,42.6,53.4,0.0,0.0,0.0,0.0,0.0,110557.0,199.1,63030.0,60585.0,0.2,3,2
159,178.3,1973-01-01,0.0,10.2,54388.0,49.6,62.6,0.0,0.0,0.0,0.0,0.0,122525.0,240.9,68137.0,65783.0,0.3,3,3
160,225.2,1974-01-01,0.0,12.0,58540.0,48.5,66.1,0.0,0.0,0.0,0.0,0.0,124455.0,291.3,65915.0,63454.0,0.4,3,4
161,284.3,1975-01-01,0.0,10.3,58416.0,58.2,74.6,0.0,0.0,0.0,0.0,0.0,129541.0,358.9,71125.0,68118.0,0.6,3,5
162,306.8,1976-01-01,0.0,8.5,59590.0,85.2,102.4,0.0,0.0,0.0,0.0,0.0,134167.0,409.2,74577.0,71235.0,0.7,3,6
163,376.5,1977-01-01,0.0,11.2,64058.0,100.0,123.1,0.0,0.0,0.0,0.0,0.0,139690.0,499.6,75632.0,71971.0,0.8,3,7
164,426.9,1978-01-01,0.0,10.5,69339.0,92.4,115.6,0.0,0.0,0.0,0.0,0.0,138824.0,542.5,69485.0,65915.0,0.9,3,8
165,524.7,1979-01-01,0.0,21.7,75779.0,103.5,134.5,0.0,0.0,0.0,0.0,0.0,147553.0,659.2,71774.0,67734.0,1.4,3,9
166,601.2,1980-01-01,0.0,19.0,78992.0,119.6,142.5,0.0,0.0,0.0,0.0,0.0,153748.0,743.6,74757.0,67029.0,3.7,3,10
167,657.2,1981-01-01,0.0,22.6,76143.0,121.8,150.7,0.0,0.0,0.0,0.0,0.0,150387.0,808.0,74244.0,63814.0,6.2,3,11
168,733.9,1982-01-01,0.0,32.5,76669.0,174.5,213.2,0.0,0.0,0.0,0.0,0.0,155170.0,947.2,78501.0,67672.0,6.3,3,12
169,812.0,1983-01-01,0.0,37.0,83667.0,194.2,237.8,0.0,0.0,0.0,0.0,0.0,166114.0,1049.8,82447.0,70865.0,6.5,3,13
