,Data_x,Year,GERCB,HLRCV,LORCB,NGRCV,PERCV,PQRCB,PQRCP,PQRCV,SORCB,SOTXB,TERCB,TERCV,TNRCB,TNRSB,WDRCV,StateCode,Year1
606,571.2,2004-01-01,0.0,18.2,19984.0,14.2,32.4,0.0,0.0,0.0,1261.0,1272.0,32638.0,603.6,12654.0,11912.0,0.0,11,34
607,655.0,2005-01-01,0.0,20.3,20459.0,16.0,36.9,0.0,0.0,0.0,1285.0,1301.0,33336.0,691.9,12877.0,11990.0,0.7,11,35
608,743.0,2006-01-01,0.0,22.8,20672.0,18.3,42.1,0.0,0.0,0.0,1343.0,1379.0,33679.0,785.1,13007.0,12083.0,0.7,11,36
609,772.1,2007-01-01,0.0,20.4,21037.0,17.3,38.9,0.0,0.0,0.0,1441.0,1513.0,34100.0,811.0,13063.0,12020.0,0.8,11,37
610,1002.6,2008-01-01,0.0,49.8,20007.0,22.2,74.0,0.0,0.0,0.0,1634.0,1784.0,33424.0,1076.6,13417.0,12165.0,1.2,11,38
611,739.4,2009-01-01,0.0,42.5,19822.0,18.5,62.9,0.0,0.0,0.0,1750.0,1996.0,33307.0,802.3,13485.0,12035.0,1.6,11,39
612,840.1,2010-01-01,0.0,52.4,19249.0,22.7,77.0,919.0,239.0,52.4,1915.0,2261.0,32681.0,917.1,13432.0,11803.0,2.0,11,40
613,1015.7,2011-01-01,0.0,45.1,19067.0,26.9,74.3,854.0,222.0,45.1,2207.0,2781.0,32506.0,1090.0,13439.0,11507.0,2.3,11,41
614,1022.9,2012-01-01,0.0,61.4,17586.0,25.4,89.0,1254.0,326.0,61.4,3013.0,4179.0,31530.0,1112.0,13944.0,11229.0,2.1,11,42
615,964.9,2013-01-01,0.0,40.7,16443.0,28.6,72.1,838.0,218.0,40.7,4238.0,5904.0,30848.0,1037.0,14404.0,10489.0,2.7,11,43
616,957.1,2014-01-01,0.0,47.4,16306.0,27.7,77.8,847.0,220.0,47.4,5012.0,7180.0,31406.0,1034.9,15100.0,10387.0,2.7,11,44
617,781.9,2015-01-01,0.0,22.1,16418.0,22.9,45.2,505.0,131.0,22.1,5579.0,7850.0,31568.0,827.1,15150.0,10086.0,0.1,11,45
618,717.4,2016-01-01,0.0,29.2,16462.0,20.8,50.0,691.0,180.0,29.2,6397.0,8993.0,32503.0,767.4,16041.0,10167.0,0.0,11,46
619,775.9,2017-01-01,0.0,27.8,16774.0,22.2,50.2,580.0,151.0,27.8,7626.0,10962.0,34015.0,826.1,17241.0,10124.0,0.1,11,47
620,880.2,2018-01-01,0.0,22.6,16804.0,25.7,48.3,455.0,119.0,22.6,7665.0,11383.0,34230.0,928.5,17426.0,10282.0,0.1,11,48
621,884.8,2019-01-01,0.0,21.9,16541.0,25.4,47.4,495.0,129.0,21.9,8018.0,11922.0,34533.0,932.3,17992.0,10469.0,0.1,11,49
622,862.8,2020-01-01,0.0,18.7,17982.0,22.8,41.6,472.0,123.0,18.7,8540.0,12645.0,36787.0,904.4,18805.0,10777.0,0.1,11,50
624,171.3,1970-01-01,0.0,50.4,53487.0,92.9,164.9,0.0,0.0,0.0,0.0,0.0,219306.0,336.2,165819.0,164168.0,0.2,12,0
625,185.4,1971-01-01,0.0,48.5,56389.0,94.7,162.0,0.0,0.0,0.0,0.0,0.0,216919.0,347.5,160530.0,158865.0,0.2,12,1
626,205.0,1972-01-01,0.0,59.0,59440.0,106.7,187.2,0.0,0.0,0.0,0.0,0.0,230443.0,392.3,171003.0,169310.0,0.2,12,2
627,221.0,1973-01-01,0.0,101.5,61950.0,106.8,233.6,0.0,0.0,0.0,0.0,0.0,227730.0,454.6,165780.0,164072.0,0.2,12,3
628,245.9,1974-01-01,0.0,95.8,64337.0,112.2,241.6,0.0,0.0,0.0,0.0,0.0,227044.0,487.5,162707.0,160899.0,0.4,12,4
629,297.5,1975-01-01,0.0,98.0,68241.0,134.7,265.2,0.0,0.0,0.0,0.0,0.0,233812.0,562.7,165572.0,163649.0,0.5,12,5
630,327.6,1976-01-01,0.0,115.2,68765.0,144.6,293.1,0.0,0.0,0.0,0.0,0.0,231109.0,620.8,162344.0,160277.0,0.5,12,6
631,378.9,1977-01-01,0.0,122.4,72188.0,168.2,331.2,0.0,0.0,0.0,0.0,0.0,231859.0,710.0,159671.0,157475.0,0.6,12,7
632,427.0,1978-01-01,0.0,111.2,79601.0,182.1,342.2,0.0,0.0,0.0,0.0,0.0,235343.0,769.2,155742.0,153503.0,0.7,12,8
633,472.4,1979-01-01,0.0,127.5,79012.0,257.5,484.0,0.0,0.0,0.0,0.0,0.0,253734.0,956.4,174722.0,172339.0,1.0,12,9
634,552.6,1980-01-01,0.0,108.5,82279.0,271.2,482.8,0.0,0.0,0.0,0.0,0.0,242420.0,1035.4,160141.0,151537.0,5.2,12,10
635,619.2,1981-01-01,0.0,94.7,78713.0,299.9,510.7,0.0,0.0,0.0,0.0,0.0,227270.0,1129.9,148557.0,140829.0,5.8,12,11
636,691.4,1982-01-01,0.0,110.3,82272.0,397.9,631.2,0.0,0.0,0.0,0.0,0.0,243543.0,1322.6,161271.0,152031.0,6.7,12,12
637,795.6,1983-01-01,0.0,139.6,88781.0,427.1,621.3,0.0,0.0,0.0,0.0,0.0,240323.0,1416.9,151543.0,142946.0,6.0,12,13
638,737.6,1984-01-01,0.0,84.0,76798.0,443.2,595.5,0.0,0.0,0.0,0.0,0.0,224590.0,1333.1,147792.0,137385.0,7.5,12,14
639,757.4,1985-01-01,0.0,68.4,76982.0,424.1,561.0,0.0,0.0,0.0,0.0,0.0,212461.0,1318.4,135480.0,138175.0,7.4,12,15
640,770.4,1986-01-01,0.0,73.2,76608.0,379.8,510.3,0.0,0.0,0.0,0.0,0.0,204022.0,1280.7,127414.0,134488.0,5.4,12,16
641,785.1,1987-01-01,0.0,51.3,75858.0,309.9,413.7,0.0,0.0,0.0,0.0,0.0,189854.0,1198.8,113996.0,121636.0,4.2,12,17
642,810.0,1988-01-01,0.0,66.4,80660.0,364.6,475.5,0.0,0.0,0.0,0.0,0.0,210727.0,1285.5,130067.0,136306.0,4.5,12,18
643,787.0,1989-01-01,57.0,119.0,81875.0,364.0,527.0,0.0,0.0,0.0,9.0,9.0,210230.0,1314.0,128355.0,137458.0,5.1,12,19
644,821.2,1990-01-01,63.0,80.2,90110.0,356.3,479.2,0.0,0.0,0.0,9.0,9.0,206316.0,1300.4,116205.0,127796.0,7.8,12,20
645,866.4,1991-01-01,68.0,87.3,94527.0,379.3,505.5,0.0,0.0,0.0,9.0,9.0,222811.0,1372.0,128285.0,139764.0,7.9,12,21
646,825.3,1992-01-01,73.0,95.7,88035.0,391.7,520.6,0.0,0.0,0.0,9.0,9.0,207140.0,1345.9,119104.0,131422.0,7.5,12,22
647,890.1,1993-01-01,78.0,106.8,94664.0,456.7,592.4,0.0,0.0,0.0,9.0,9.0,225971.0,1482.5,131307.0,144926.0,6.1,12,23
648,895.1,1994-01-01,72.0,104.3,93901.0,422.6,558.9,0.0,0.0,0.0,9.0,9.0,220931.0,1454.0,127029.0,139907.0,5.7,12,24
649,958.7,1995-01-01,77.0,105.5,99067.0,418.8,553.7,0.0,0.0,0.0,9.0,9.0,231558.0,1512.4,132491.0,145360.0,5.6,12,25
650,941.9,1996-01-01,81.0,179.1,98303.0,483.9,704.1,0.0,0.0,0.0,9.0,9.0,242364.0,1646.0,144061.0,156926.0,6.6,12,26
651,958.1,1997-01-01,87.0,159.2,98631.0,504.1,700.7,0.0,0.0,0.0,9.0,9.0,234977.0,1658.8,136346.0,149208.0,5.1,12,27
652,993.5,1998-01-01,90.0,111.0,101953.0,410.7,546.5,0.0,0.0,0.0,9.0,9.0,222192.0,1540.0,120240.0,132552.0,3.9,12,28
653,991.1,1999-01-01,102.0,136.8,102798.0,435.7,599.5,0.0,0.0,0.0,9.0,9.0,235591.0,1590.6,132794.0,140434.0,4.1,12,29
654,1007.3,2000-01-01,102.0,195.8,103571.0,576.8,807.7,0.0,0.0,0.0,8.0,8.0,238880.0,1815.0,135310.0,142052.0,6.6,12,30
655,1045.2,2001-01-01,108.0,143.2,106195.0,632.6,807.0,0.0,0.0,0.0,7.0,7.0,231524.0,1852.2,125329.0,132473.0,6.3,12,31
656,1078.9,2002-01-01,118.0,151.2,107716.0,506.5,693.6,0.0,0.0,0.0,6.0,6.0,239857.0,1772.5,132141.0,139726.0,5.8,12,32
657,1094.0,2003-01-01,153.0,183.4,106066.0,676.6,892.0,0.0,0.0,0.0,5.0,5.0,240131.0,1986.0,134065.0,141619.0,7.3,12,33
658,1131.6,2004-01-01,167.0,191.2,107948.0,692.8,916.3,0.0,0.0,0.0,4.0,4.0,234667.0,2047.9,126719.0,132310.0,8.5,12,34
659,1258.2,2005-01-01,191.0,246.4,111189.0,827.4,1107.1,0.0,0.0,0.0,8.0,8.0,239931.0,2365.3,128741.0,134970.0,9.4,12,35
660,1285.3,2006-01-01,221.0,259.2,109045.0,768.1,1065.8,0.0,0.0,0.0,14.0,14.0,230391.0,2351.1,121346.0,127842.0,9.6,12,36
661,1328.2,2007-01-01,268.0,295.5,111599.0,796.8,1134.3,0.0,0.0,0.0,17.0,17.0,243620.0,2462.4,132022.0,136564.0,11.8,12,37
662,1335.6,2008-01-01,319.0,479.1,110365.0,898.6,1434.3,0.0,0.0,0.0,19.0,19.0,255649.0,2769.9,145284.0,149367.0,16.2,12,38
663,1370.6,2009-01-01,398.0,391.2,108201.0,689.2,1113.6,0.0,0.0,0.0,32.0,32.0,246364.0,2484.2,138163.0,141720.0,14.2,12,39
664,1516.9,2010-01-01,448.0,320.8,113041.0,654.4,1016.9,17662.0,4598.0,320.8,33.0,33.0,248952.0,2533.8,135911.0,139161.0,18.0,12,40
665,1499.1,2011-01-01,651.0,358.1,111019.0,640.1,1060.8,17845.0,4646.0,358.1,34.0,34.0,246130.0,2560.0,135111.0,137761.0,21.0,12,41
666,1513.4,2012-01-01,538.0,245.6,105679.0,528.4,813.9,14326.0,3730.0,245.6,39.0,48.0,224008.0,2327.3,118328.0,120931.0,19.5,12,42
667,1615.0,2013-01-01,538.0,288.7,110193.0,651.9,986.8,17452.0,4544.0,288.7,53.0,88.0,253076.0,2601.8,142883.0,144723.0,25.0,12,43
668,1610.0,2014-01-01,538.0,405.0,107016.0,767.3,1218.8,17799.0,4634.0,405.0,108.0,268.0,253909.0,2828.8,146892.0,149447.0,24.6,12,44
669,1604.0,2015-01-01,538.0,198.2,98509.0,533.9,760.1,15032.0,3914.0,198.2,162.0,419.0,226787.0,2364.0,128277.0,130537.0,13.8,12,45
670,1682.4,2016-01-01,538.0,163.9,100131.0,497.9,681.8,15397.0,4009.0,163.9,226.0,585.0,228025.0,2364.3,127894.0,130176.0,9.9,12,46
671,1692.8,2017-01-01,538.0,201.6,95238.0,561.4,791.3,14582.0,3796.0,201.6,319.0,860.0,220584.0,2484.2,125346.0,127440.0,10.7,12,47
672,1817.1,2018-01-01,538.0,335.1,98197.0,634.3,1001.9,22644.0,5895.0,335.1,426.0,1186.0,247288.0,2819.0,149091.0,150957.0,14.6,12,48
673,1805.9,2019-01-01,538.0,348.7,93792.0,584.6,964.5,25162.0,6551.0,348.7,538.0,1466.0,246235.0,2770.4,152443.0,153149.0,15.2,12,49
674,1815.0,2020-01-01,538.0,297.2,90767.0,498.6,816.0,23762.0,6186.0,297.2,680.0,1877.0,233268.0,2631.1,142501.0,143896.0,10.0,12,50
676,38.6,1970-01-01,0.0,6.5,19434.0,10.7,26.7,0.0,0.0,0.0,0.0,0.0,48213.0,65.3,28779.0,26197.0,0.2,13,0
677,43.7,1971-01-01,0.0,7.1,21406.0,12.6,30.6,0.0,0.0,0.0,0.0,0.0,52959.0,74.3,31553.0,29092.0,0.2,13,1
678,47.9,1972-01-01,0.0,8.7,23239.0,16.4,34.6,0.0,0.0,0.0,0.0,0.0,56943.0,82.5,33704.0,31365.0,0.2,13,2
679,51.9,1973-01-01,0.0,15.6,25105.0,15.1,41.1,0.0,0.0,0.0,0.0,0.0,58244.0,93.1,33139.0,30983.0,0.3,13,3
680,57.4,1974-01-01,0.0,8.1,27607.0,17.4,41.3,0.0,0.0,0.0,0.0,0.0,60638.0,98.7,33031.0,30859.0,0.4,13,4
681,69.5,1975-01-01,0.0,9.8,31677.0,30.7,59.3,0.0,0.0,0.0,0.0,0.0,72235.0,128.8,40557.0,37732.0,0.5,13,5
682,82.4,1976-01-01,0.0,10.6,34036.0,28.0,58.4,0.0,0.0,0.0,0.0,0.0,74243.0,140.7,40207.0,37109.0,0.6,13,6
683,95.0,1977-01-01,0.0,12.1,36342.0,33.6,66.7,0.0,0.0,0.0,0.0,0.0,77354.0,161.7,41012.0,37427.0,0.8,13,7
684,100.0,1978-01-01,0.0,12.8,37198.0,26.6,62.7,0.0,0.0,0.0,0.0,0.0,75136.0,162.7,37938.0,33822.0,1.0,13,8
685,124.3,1979-01-01,0.0,8.2,41115.0,32.6,67.4,0.0,0.0,0.0,0.0,0.0,80492.0,191.7,39378.0,34122.0,1.8,13,9
686,143.8,1980-01-01,0.0,8.2,40459.0,36.8,66.2,0.0,0.0,0.0,0.0,0.0,72348.0,210.0,31889.0,29352.0,1.2,13,10
687,161.7,1981-01-01,0.0,10.2,41133.0,37.4,70.2,0.0,0.0,0.0,0.0,0.0,73504.0,231.9,32371.0,28949.0,2.0,13,11
688,185.3,1982-01-01,0.0,9.9,44365.0,47.5,73.1,0.0,0.0,0.0,0.0,0.0,77453.0,258.4,33089.0,29535.0,2.1,13,12
689,176.2,1983-01-01,0.0,12.9,41824.0,48.1,90.1,0.0,0.0,0.0,0.0,0.0,75767.0,266.3,33943.0,30142.0,2.1,13,13
690,233.0,1984-01-01,0.0,7.8,44428.0,50.6,82.8,0.0,0.0,0.0,0.0,0.0,80003.0,315.8,35575.0,31762.0,2.2,13,14
691,248.5,1985-01-01,0.0,10.3,45171.0,53.5,90.6,0.0,0.0,0.0,0.0,0.0,82115.0,339.1,36944.0,33016.0,2.2,13,15
692,243.5,1986-01-01,0.0,9.2,41585.0,43.8,74.2,0.0,0.0,0.0,0.0,0.0,76202.0,317.8,34617.0,31039.0,1.6,13,16
693,239.0,1987-01-01,0.0,8.8,39334.0,38.5,64.0,0.0,0.0,0.0,0.0,0.0,70122.0,302.9,30788.0,29093.0,0.7,13,17
694,258.0,1988-01-01,0.0,11.1,41167.0,42.2,71.7,0.0,0.0,0.0,0.0,0.0,74397.0,329.7,33230.0,31421.0,0.8,13,18
695,275.0,1989-01-01,104.0,16.4,45001.0,44.3,80.3,0.0,0.0,0.0,2.0,2.0,80451.0,355.3,35449.0,33514.0,0.9,13,19
696,274.1,1990-01-01,104.0,12.3,45908.0,43.2,83.2,0.0,0.0,0.0,2.0,2.0,80535.0,357.3,34627.0,33336.0,4.1,13,20
697,291.6,1991-01-01,104.0,15.0,48405.0,53.1,96.5,0.0,0.0,0.0,2.0,2.0,86406.0,388.1,38001.0,36653.0,4.1,13,21
698,282.7,1992-01-01,104.0,11.3,46324.0,50.5,84.0,0.0,0.0,0.0,2.0,2.0,82150.0,366.7,35826.0,34416.0,3.9,13,22
699,311.9,1993-01-01,104.0,12.4,50854.0,67.6,104.7,0.0,0.0,0.0,2.0,2.0,91910.0,416.6,41056.0,39687.0,3.7,13,23
700,316.8,1994-01-01,104.0,9.7,50290.0,65.0,93.7,0.0,0.0,0.0,2.0,2.0,90177.0,410.5,39887.0,38582.0,3.4,13,24
701,329.9,1995-01-01,104.0,11.7,50187.0,72.6,104.6,0.0,0.0,0.0,2.0,2.0,90875.0,434.5,40688.0,39384.0,3.4,13,25
702,343.8,1996-01-01,104.0,15.7,52356.0,77.6,114.0,0.0,0.0,0.0,2.0,2.0,96103.0,457.8,43748.0,42397.0,4.0,13,26
703,341.3,1997-01-01,104.0,15.2,52637.0,78.0,116.3,0.0,0.0,0.0,2.0,2.0,97567.0,457.6,44930.0,43406.0,4.6,13,27
704,348.9,1998-01-01,104.0,5.2,52138.0,85.3,107.6,0.0,0.0,0.0,2.0,2.0,96543.0,456.5,44405.0,43038.0,3.5,13,28
705,358.1,1999-01-01,37.0,22.7,54665.0,97.1,140.0,0.0,0.0,0.0,2.0,2.0,104104.0,498.0,49439.0,48107.0,3.7,13,29
706,377.5,2000-01-01,50.0,59.5,56527.0,120.1,206.7,0.0,0.0,0.0,1.0,1.0,109711.0,584.2,53185.0,51740.0,6.0,13,30
707,414.7,2001-01-01,59.0,52.4,53821.0,162.1,234.8,0.0,0.0,0.0,2.0,2.0,104397.0,649.5,50576.0,49727.0,3.2,13,31
708,464.9,2002-01-01,59.0,28.2,56007.0,171.6,217.2,0.0,0.0,0.0,3.0,3.0,107122.0,682.1,51115.0,50253.0,3.0,13,32
709,442.6,2003-01-01,60.0,28.1,54808.0,143.8,192.8,0.0,0.0,0.0,3.0,3.0,104067.0,635.4,49259.0,48353.0,3.7,13,33
710,446.4,2004-01-01,58.0,61.6,56460.0,187.0,281.0,0.0,0.0,0.0,3.0,3.0,110784.0,727.4,54324.0,53400.0,4.4,13,34
711,477.9,2005-01-01,58.0,62.5,58068.0,228.8,353.5,0.0,0.0,0.0,8.0,8.0,120124.0,831.5,62056.0,57288.0,31.4,13,35
712,500.2,2006-01-01,59.0,73.2,61286.0,275.0,420.2,0.0,0.0,0.0,14.0,14.0,125190.0,920.5,63904.0,59661.0,32.1,13,36
713,530.3,2007-01-01,62.0,79.6,63676.0,268.6,416.7,0.0,0.0,0.0,17.0,17.0,129055.0,947.0,65379.0,60691.0,39.2,13,37
714,597.1,2008-01-01,98.0,103.6,64454.0,304.8,493.9,0.0,0.0,0.0,20.0,20.0,135832.0,1090.9,71378.0,66103.0,54.1,13,38
715,667.2,2009-01-01,111.0,93.4,63214.0,269.1,395.9,0.0,0.0,0.0,23.0,23.0,127606.0,1063.1,64391.0,62022.0,17.6,13,39
716,649.8,2010-01-01,117.0,96.9,59500.0,214.6,352.9,3917.0,1020.0,96.9,25.0,29.0,120873.0,1002.7,61373.0,58833.0,22.3,13,40
717,660.6,2011-01-01,134.0,112.9,60289.0,234.7,400.9,3991.0,1039.0,112.9,26.0,29.0,125277.0,1061.5,64988.0,62502.0,26.0,13,41
718,707.2,2012-01-01,131.0,82.9,56920.0,197.6,326.6,3205.0,835.0,82.9,34.0,45.0,116608.0,1033.8,59687.0,57579.0,24.2,13,42
719,803.7,2013-01-01,131.0,124.2,59390.0,222.2,397.0,4852.0,1263.0,124.2,42.0,63.0,127028.0,1200.7,67638.0,64929.0,30.9,13,43
720,791.1,2014-01-01,131.0,107.2,58199.0,210.2,365.9,3537.0,921.0,107.2,43.0,64.0,119886.0,1157.0,61687.0,58946.0,30.5,13,44
721,799.7,2015-01-01,131.0,69.1,55131.0,201.7,338.3,3063.0,797.0,69.1,57.0,81.0,122921.0,1138.0,67790.0,60646.0,56.9,13,45
722,813.5,2016-01-01,131.0,69.2,53696.0,202.6,326.9,3219.0,838.0,69.2,83.0,114.0,122936.0,1140.4,69240.0,62552.0,45.3,13,46
723,876.4,2017-01-01,131.0,105.8,56728.0,220.3,395.1,4201.0,1094.0,105.8,134.0,173.0,134395.0,1271.4,77667.0,70077.0,57.3,13,47
724,855.2,2018-01-01,131.0,100.9,53525.0,195.4,377.5,3848.0,1002.0,100.9,271.0,326.0,129808.0,1232.7,76283.0,67684.0,71.0,13,48
725,860.0,2019-01-01,131.0,121.5,53338.0,200.2,405.8,5317.0,1384.0,121.5,464.0,554.0,136991.0,1265.9,83653.0,73893.0,76.3,13,49
726,892.5,2020-01-01,131.0,85.5,53605.0,206.4,348.8,4288.0,1116.0,85.5,673.0,813.0,133588.0,1241.3,79983.0,72077.0,48.9,13,50
728,612.9,1970-01-01,0.0,65.9,185990.0,459.4,652.3,0.0,0.0,0.0,0.0,0.0,864670.0,1265.2,678680.0,668305.0,1.3,14,0
729,678.9,1971-01-01,0.0,65.0,197280.0,496.0,695.4,0.0,0.0,0.0,0.0,0.0,899002.0,1374.3,701722.0,691995.0,1.3,14,1
730,761.8,1972-01-01,0.0,76.3,207991.0,553.7,762.3,0.0,0.0,0.0,0.0,0.0,941925.0,1524.1,733934.0,723785.0,1.4,14,2
731,853.0,1973-01-01,0.0,123.1,220069.0,540.5,813.7,0.0,0.0,0.0,0.0,0.0,907338.0,1666.7,687269.0,677430.0,1.5,14,3
732,956.1,1974-01-01,0.0,124.0,221773.0,623.4,966.4,0.0,0.0,0.0,0.0,0.0,918188.0,1922.5,696415.0,686154.0,2.4,14,4
733,1026.4,1975-01-01,0.0,131.1,215794.0,772.0,1124.1,0.0,0.0,0.0,0.0,0.0,929884.0,2150.4,714090.0,702942.0,2.8,14,5
734,1093.7,1976-01-01,0.0,158.4,214792.0,964.1,1391.1,0.0,0.0,0.0,0.0,0.0,973308.0,2484.8,758516.0,746044.0,3.3,14,6
735,1237.7,1977-01-01,0.0,173.0,229626.0,1150.7,1617.7,0.0,0.0,0.0,0.0,0.0,1004195.0,2855.4,774569.0,760634.0,4.2,14,7
736,1427.5,1978-01-01,0.0,158.7,240407.0,1302.9,1790.7,0.0,0.0,0.0,0.0,0.0,1023428.0,3218.2,783021.0,765271.0,5.7,14,8
737,1549.1,1979-01-01,0.0,126.4,238543.0,1489.7,1884.8,0.0,0.0,0.0,0.0,0.0,944989.0,3433.9,706446.0,684839.0,9.9,14,9
738,1815.6,1980-01-01,0.0,110.3,245328.0,1728.1,2016.0,0.0,0.0,0.0,0.0,0.0,908279.0,3831.6,662951.0,638172.0,26.4,14,10
739,2000.1,1981-01-01,0.0,115.3,226749.0,1890.9,2178.1,0.0,0.0,0.0,0.0,0.0,872785.0,4178.2,646036.0,615937.0,34.1,14,11
740,2249.8,1982-01-01,0.0,119.7,230732.0,2170.3,2472.0,0.0,0.0,0.0,0.0,0.0,876502.0,4721.8,645769.0,610272.0,33.9,14,12
741,2823.3,1983-01-01,0.0,151.4,246663.0,2354.3,2638.1,0.0,0.0,0.0,0.0,0.0,881535.0,5461.4,634871.0,596140.0,35.6,14,13
742,2665.4,1984-01-01,0.0,98.1,236776.0,2574.9,2823.9,0.0,0.0,0.0,0.0,0.0,911635.0,5489.3,674859.0,641772.0,31.1,14,14
743,2702.2,1985-01-01,0.0,106.1,234251.0,2480.4,2743.8,0.0,0.0,0.0,0.0,0.0,875356.0,5446.0,641105.0,607997.0,30.8,14,15
744,2930.9,1986-01-01,0.0,76.4,237022.0,2214.8,2396.2,0.0,0.0,0.0,0.0,0.0,852997.0,5327.2,615975.0,588210.0,22.5,14,16
745,3254.9,1987-01-01,0.0,87.7,241621.0,1961.9,2154.8,0.0,0.0,0.0,0.0,0.0,835952.0,5409.7,594331.0,559428.0,22.5,14,17
746,3309.0,1988-01-01,0.0,79.6,256706.0,2126.8,2315.8,0.0,0.0,0.0,0.0,0.0,919119.0,5624.9,662413.0,623602.0,24.3,14,18
747,3227.0,1989-01-01,244.0,110.3,255039.0,2457.9,2670.9,0.0,0.0,0.0,47.0,49.0,952655.0,5898.0,697616.0,658123.0,27.1,14,19
748,3260.4,1990-01-01,270.0,97.7,278529.0,2238.2,2438.7,0.0,0.0,0.0,51.0,53.0,893343.0,5699.1,614814.0,596460.0,36.2,14,20
749,3549.1,1991-01-01,293.0,102.7,305392.0,2310.6,2507.4,0.0,0.0,0.0,52.0,54.0,958123.0,6056.5,652730.0,632670.0,36.4,14,21
750,3331.9,1992-01-01,316.0,107.4,271572.0,2420.1,2606.0,0.0,0.0,0.0,59.0,61.0,919089.0,5937.8,647517.0,626908.0,34.9,14,22
751,3621.7,1993-01-01,336.0,112.8,295119.0,2734.6,2898.1,0.0,0.0,0.0,67.0,69.0,955561.0,6519.8,660442.0,652473.0,17.5,14,23
752,3564.3,1994-01-01,310.0,116.2,297432.0,2607.7,2770.3,0.0,0.0,0.0,83.0,86.0,936905.0,6334.5,639473.0,631069.0,16.1,14,24
753,3981.8,1995-01-01,331.0,118.9,319551.0,2335.2,2501.5,0.0,0.0,0.0,102.0,105.0,996527.0,6483.3,676976.0,667768.0,15.8,14,25
754,3883.5,1996-01-01,350.0,186.9,310269.0,2842.4,3083.4,0.0,0.0,0.0,110.0,113.0,1029274.0,6966.8,719005.0,708259.0,18.8,14,26
755,3887.9,1997-01-01,374.0,190.4,309865.0,2958.5,3195.2,0.0,0.0,0.0,133.0,136.0,980787.0,7083.0,670922.0,664485.0,12.1,14,27
756,3910.2,1998-01-01,388.0,139.6,330425.0,2241.7,2410.9,0.0,0.0,0.0,175.0,179.0,915467.0,6321.1,585042.0,578654.0,9.3,14,28
757,3500.9,1999-01-01,439.0,200.7,332117.0,2448.7,2701.0,0.0,0.0,0.0,204.0,209.0,958532.0,6201.9,626415.0,625070.0,9.8,14,29
758,3546.3,2000-01-01,439.0,235.1,327148.0,3423.5,3702.0,0.0,0.0,0.0,202.0,208.0,972112.0,7248.3,644964.0,642540.0,15.9,14,30
759,3644.6,2001-01-01,474.0,194.0,341673.0,3861.4,4100.4,0.0,0.0,0.0,241.0,247.0,949529.0,7745.0,607856.0,602096.0,20.6,14,31
760,3777.9,2002-01-01,517.0,209.3,352556.0,2944.8,3193.0,0.0,0.0,0.0,318.0,326.0,1006475.0,6970.9,653919.0,647787.0,19.0,14,32
761,3615.8,2003-01-01,672.0,202.3,337999.0,4095.4,4342.7,0.0,0.0,0.0,383.0,392.0,998082.0,7958.5,660083.0,653425.0,24.0,14,33
762,3638.3,2004-01-01,730.0,215.8,344263.0,4172.5,4442.7,0.0,0.0,0.0,508.0,519.0,974561.0,8081.0,630298.0,622436.0,28.0,14,34
763,4054.9,2005-01-01,836.0,263.9,381353.0,5084.6,5392.3,0.0,0.0,0.0,653.0,669.0,1012609.0,9447.2,631255.0,630679.0,13.8,14,35
764,3907.2,2006-01-01,969.0,321.6,364164.0,4452.2,4814.9,0.0,0.0,0.0,791.0,823.0,948520.0,8722.1,584356.0,584244.0,14.1,14,36
765,4863.3,2007-01-01,1173.0,401.3,374106.0,4659.6,5103.3,0.0,0.0,0.0,921.0,953.0,1002463.0,9966.6,628357.0,627206.0,17.2,14,37
766,5177.7,2008-01-01,1399.0,645.3,363172.0,5623.7,6324.5,0.0,0.0,0.0,1022.0,1052.0,1028137.0,11502.2,664965.0,663127.0,23.7,14,38
767,4996.4,2009-01-01,1744.0,468.8,341627.0,3947.4,4467.6,0.0,0.0,0.0,1076.0,1103.0,975665.0,9464.0,634038.0,627284.0,36.0,14,39
768,5599.0,2010-01-01,1965.0,526.6,372336.0,3911.6,4502.9,25390.0,6610.0,526.6,1106.0,1144.0,996827.0,10101.9,624491.0,616530.0,45.5,14,40
769,5545.1,2011-01-01,1905.0,490.2,360699.0,3671.3,4235.9,22357.0,5821.0,490.2,1144.0,1182.0,979617.0,9781.0,618918.0,610877.0,53.1,14,41
770,5335.1,2012-01-01,2042.0,354.8,359816.0,2981.0,3396.6,18429.0,4798.0,354.8,1189.0,1266.0,914300.0,8731.7,554484.0,547561.0,49.4,14,42
771,4927.7,2013-01-01,2042.0,483.0,351357.0,3711.3,4271.8,25409.0,6615.0,483.0,1219.0,1301.0,1010009.0,9199.5,658652.0,649044.0,63.1,14,43
772,5481.1,2014-01-01,2042.0,508.6,347621.0,4598.1,5185.5,20909.0,5444.0,508.6,1262.0,1415.0,1031188.0,10666.6,683567.0,674215.0,62.3,14,44
773,5581.1,2015-01-01,2042.0,314.0,334751.0,3195.0,3533.2,19242.0,5010.0,314.0,1298.0,1478.0,924361.0,9114.3,589610.0,586805.0,15.8,14,45
774,5764.9,2016-01-01,2042.0,270.0,344894.0,3046.3,3336.3,18300.0,4764.0,270.0,1362.0,1582.0,924253.0,9101.2,579360.0,576591.0,12.0,14,46
